id,data,cliente,produto,categoria,regiao,quantidade,preco,receita_total,mes,trimestre,ano,faixa_receita_item
256,2024-05-31,Cliente_023,Teclado,Periféricos,Nordeste,1.0,250.0,250.0,5,Q2,2024,Baixo Valor
257,2024-07-21,Cliente_009,Mouse,Periféricos,Sul,10.0,120.0,1200.0,7,Q3,2024,Médio Valor
258,2024-01-26,Cliente_030,Mouse,Periféricos,Norte,8.0,120.0,960.0,1,Q1,2024,Médio Valor
259,2024-04-27,Cliente_020,Tablet,Celulares,Nordeste,4.0,1800.0,7200.0,4,Q2,2024,Alto Valor
260,2024-04-07,Cliente_020,Mouse,Periféricos,Nordeste,3.0,120.0,360.0,4,Q2,2024,Baixo Valor
261,2024-02-19,Cliente_029,Mouse,Periféricos,Sul,5.0,120.0,600.0,2,Q1,2024,Médio Valor
262,2024-01-18,Cliente_019,Monitor,Computadores,Nordeste,3.0,1200.0,3600.0,1,Q1,2024,Médio Valor
263,2024-05-31,Cliente_011,Notebook,Computadores,Centro-Oeste,3.0,3500.0,10500.0,5,Q2,2024,Alto Valor
264,2024-03-08,Cliente_026,Smartphone,Celulares,Norte,6.0,2200.0,13200.0,3,Q1,2024,Alto Valor
265,2024-09-13,Cliente_030,Teclado,Periféricos,Nordeste,3.0,250.0,750.0,9,Q3,2024,Médio Valor
266,2024-09-03,Cliente_026,Tablet,Celulares,Nordeste,6.0,1800.0,10800.0,9,Q3,2024,Alto Valor
267,2024-08-27,Cliente_003,Notebook,Computadores,Sudeste,4.0,3500.0,14000.0,8,Q3,2024,Alto Valor
268,2024-12-11,Cliente_013,Mouse,Periféricos,Norte,6.0,120.0,720.0,12,Q4,2024,Médio Valor
271,2024-11-22,Cliente_012,Monitor,Computadores,Sul,4.0,1200.0,4800.0,11,Q4,2024,Médio Valor
272,2024-01-13,Cliente_020,Monitor,Computadores,Norte,6.0,1200.0,7200.0,1,Q1,2024,Alto Valor
273,2024-04-23,Cliente_021,Teclado,Periféricos,Sul,8.0,250.0,2000.0,4,Q2,2024,Médio Valor
274,2024-06-03,Cliente_021,Mouse,Periféricos,Centro-Oeste,2.0,120.0,240.0,6,Q2,2024,Baixo Valor
275,2024-01-24,Cliente_002,Smartphone,Celulares,Nordeste,8.0,2200.0,17600.0,1,Q1,2024,Alto Valor
276,2024-02-19,Cliente_008,Notebook,Computadores,Norte,3.0,3500.0,10500.0,2,Q1,2024,Alto Valor
277,2024-08-20,Cliente_012,Monitor,Computadores,Norte,7.0,1200.0,8400.0,8,Q3,2024,Alto Valor
278,2024-03-20,Cliente_029,Teclado,Periféricos,Centro-Oeste,2.0,250.0,500.0,3,Q1,2024,Médio Valor
279,2024-11-11,Cliente_014,Monitor,Computadores,Nordeste,1.0,1200.0,1200.0,11,Q4,2024,Médio Valor
281,2024-07-04,Cliente_004,Smartphone,Celulares,Nordeste,9.0,2200.0,19800.0,7,Q3,2024,Alto Valor
282,2024-07-02,Cliente_002,Mouse,Periféricos,Centro-Oeste,5.0,120.0,600.0,7,Q3,2024,Médio Valor
283,2024-03-03,Cliente_028,Smartphone,Celulares,Centro-Oeste,2.0,2200.0,4400.0,3,Q1,2024,Médio Valor
284,2024-04-18,Cliente_021,Mouse,Periféricos,Norte,1.0,120.0,120.0,4,Q2,2024,Baixo Valor
286,2024-02-05,Cliente_027,Smartphone,Celulares,Norte,4.0,2200.0,8800.0,2,Q1,2024,Alto Valor
287,2024-04-20,Cliente_027,Teclado,Periféricos,Sudeste,6.0,250.0,1500.0,4,Q2,2024,Médio Valor
288,2024-11-01,Cliente_001,Smartphone,Celulares,Nordeste,3.0,2200.0,6600.0,11,Q4,2024,Alto Valor
289,2024-10-03,Cliente_009,Smartphone,Celulares,Sudeste,2.0,2200.0,4400.0,10,Q4,2024,Médio Valor
290,2024-01-14,Cliente_005,Mouse,Periféricos,Sul,6.0,120.0,720.0,1,Q1,2024,Médio Valor
291,2024-10-28,Cliente_011,Smartphone,Celulares,Sul,3.0,2200.0,6600.0,10,Q4,2024,Alto Valor
292,2024-01-27,Cliente_005,Tablet,Celulares,Centro-Oeste,9.0,1800.0,16200.0,1,Q1,2024,Alto Valor
293,2024-02-02,Cliente_016,Notebook,Computadores,Centro-Oeste,6.0,3500.0,21000.0,2,Q1,2024,Alto Valor
294,2024-10-30,Cliente_004,Teclado,Periféricos,Centro-Oeste,9.0,250.0,2250.0,10,Q4,2024,Médio Valor
295,2024-11-10,Cliente_002,Smartphone,Celulares,Norte,5.0,2200.0,11000.0,11,Q4,2024,Alto Valor
296,2024-11-25,Cliente_001,Monitor,Computadores,Sul,8.0,1200.0,9600.0,11,Q4,2024,Alto Valor
298,2024-08-15,Cliente_003,Mouse,Periféricos,Sul,6.0,120.0,720.0,8,Q3,2024,Médio Valor
299,2024-03-16,Cliente_003,Teclado,Periféricos,Sudeste,5.0,250.0,1250.0,3,Q1,2024,Médio Valor
300,2024-11-20,Cliente_019,Teclado,Periféricos,Norte,6.0,250.0,1500.0,11,Q4,2024,Médio Valor
302,2024-11-05,Cliente_014,Teclado,Periféricos,Sul,2.0,250.0,500.0,11,Q4,2024,Médio Valor
303,2024-11-29,Cliente_029,Mouse,Periféricos,Norte,4.0,120.0,480.0,11,Q4,2024,Baixo Valor
304,2024-08-19,Cliente_029,Monitor,Computadores,Sudeste,7.0,1200.0,8400.0,8,Q3,2024,Alto Valor
305,2024-08-20,Cliente_013,Tablet,Celulares,Centro-Oeste,2.0,1800.0,3600.0,8,Q3,2024,Médio Valor
306,2024-08-06,Cliente_011,Tablet,Celulares,Nordeste,6.0,1800.0,10800.0,8,Q3,2024,Alto Valor
307,2024-12-17,Cliente_030,Smartphone,Celulares,Centro-Oeste,2.0,2200.0,4400.0,12,Q4,2024,Médio Valor
308,2024-02-13,Cliente_003,Notebook,Computadores,Centro-Oeste,2.0,3500.0,7000.0,2,Q1,2024,Alto Valor
309,2024-07-09,Cliente_026,Mouse,Periféricos,Sudeste,9.0,120.0,1080.0,7,Q3,2024,Médio Valor
310,2024-10-27,Cliente_018,Notebook,Computadores,Norte,6.0,3500.0,21000.0,10,Q4,2024,Alto Valor
311,2024-03-03,Cliente_014,Mouse,Periféricos,Nordeste,7.0,120.0,840.0,3,Q1,2024,Médio Valor
312,2024-01-27,Cliente_010,Mouse,Periféricos,Norte,5.0,120.0,600.0,1,Q1,2024,Médio Valor
313,2024-02-23,Cliente_019,Tablet,Celulares,Norte,4.0,1800.0,7200.0,2,Q1,2024,Alto Valor
314,2024-12-02,Cliente_016,Smartphone,Celulares,Sudeste,2.0,2200.0,4400.0,12,Q4,2024,Médio Valor
315,2024-10-11,Cliente_012,Tablet,Celulares,Sul,5.0,1800.0,9000.0,10,Q4,2024,Alto Valor
316,2024-04-25,Cliente_026,Teclado,Periféricos,Centro-Oeste,9.0,250.0,2250.0,4,Q2,2024,Médio Valor
317,2024-11-10,Cliente_022,Teclado,Periféricos,Norte,1.0,250.0,250.0,11,Q4,2024,Baixo Valor
318,2024-12-02,Cliente_027,Teclado,Periféricos,Nordeste,1.0,250.0,250.0,12,Q4,2024,Baixo Valor
319,2024-05-19,Cliente_023,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,5,Q2,2024,Alto Valor
320,2024-01-04,Cliente_006,Tablet,Celulares,Sudeste,10.0,1800.0,18000.0,1,Q1,2024,Alto Valor
321,2024-07-24,Cliente_003,Mouse,Periféricos,Sudeste,1.0,120.0,120.0,7,Q3,2024,Baixo Valor
322,2024-09-28,Cliente_007,Notebook,Computadores,Centro-Oeste,7.0,3500.0,24500.0,9,Q3,2024,Alto Valor
323,2024-06-23,Cliente_006,Monitor,Computadores,Nordeste,5.0,1200.0,6000.0,6,Q2,2024,Alto Valor
324,2024-06-15,Cliente_025,Mouse,Periféricos,Norte,10.0,120.0,1200.0,6,Q2,2024,Médio Valor
326,2024-12-11,Cliente_003,Notebook,Computadores,Nordeste,8.0,3500.0,28000.0,12,Q4,2024,Alto Valor
327,2024-08-05,Cliente_016,Mouse,Periféricos,Norte,8.0,120.0,960.0,8,Q3,2024,Médio Valor
328,2024-05-19,Cliente_007,Monitor,Computadores,Norte,2.0,1200.0,2400.0,5,Q2,2024,Médio Valor
329,2024-08-08,Cliente_004,Tablet,Celulares,Nordeste,10.0,1800.0,18000.0,8,Q3,2024,Alto Valor
330,2024-09-26,Cliente_022,Monitor,Computadores,Nordeste,1.0,1200.0,1200.0,9,Q3,2024,Médio Valor
331,2024-07-21,Cliente_020,Smartphone,Celulares,Sul,1.0,2200.0,2200.0,7,Q3,2024,Médio Valor
332,2024-06-03,Cliente_007,Smartphone,Celulares,Sudeste,5.0,2200.0,11000.0,6,Q2,2024,Alto Valor
333,2024-06-16,Cliente_004,Tablet,Celulares,Sul,8.0,1800.0,14400.0,6,Q2,2024,Alto Valor
334,2024-08-08,Cliente_006,Mouse,Periféricos,Sudeste,7.0,120.0,840.0,8,Q3,2024,Médio Valor
335,2024-12-26,Cliente_008,Teclado,Periféricos,Norte,9.0,250.0,2250.0,12,Q4,2024,Médio Valor
336,2024-06-30,Cliente_003,Mouse,Periféricos,Centro-Oeste,1.0,120.0,120.0,6,Q2,2024,Baixo Valor
337,2024-01-10,Cliente_015,Monitor,Computadores,Sul,6.0,1200.0,7200.0,1,Q1,2024,Alto Valor
338,2024-08-07,Cliente_019,Teclado,Periféricos,Centro-Oeste,7.0,250.0,1750.0,8,Q3,2024,Médio Valor
339,2024-02-28,Cliente_013,Tablet,Celulares,Sul,6.0,1800.0,10800.0,2,Q1,2024,Alto Valor
340,2024-11-12,Cliente_015,Smartphone,Celulares,Nordeste,2.0,2200.0,4400.0,11,Q4,2024,Médio Valor
341,2024-02-24,Cliente_008,Monitor,Computadores,Centro-Oeste,10.0,1200.0,12000.0,2,Q1,2024,Alto Valor
342,2024-09-25,Cliente_003,Monitor,Computadores,Centro-Oeste,5.0,1200.0,6000.0,9,Q3,2024,Alto Valor
343,2024-06-22,Cliente_008,Mouse,Periféricos,Nordeste,3.0,120.0,360.0,6,Q2,2024,Baixo Valor
345,2024-04-09,Cliente_029,Teclado,Periféricos,Nordeste,6.0,250.0,1500.0,4,Q2,2024,Médio Valor
346,2024-11-26,Cliente_027,Mouse,Periféricos,Sudeste,4.0,120.0,480.0,11,Q4,2024,Baixo Valor
349,2024-09-09,Cliente_015,Mouse,Periféricos,Norte,10.0,120.0,1200.0,9,Q3,2024,Médio Valor
350,2024-12-14,Cliente_030,Monitor,Computadores,Norte,10.0,1200.0,12000.0,12,Q4,2024,Alto Valor
351,2024-11-17,Cliente_011,Tablet,Celulares,Sudeste,8.0,1800.0,14400.0,11,Q4,2024,Alto Valor
352,2024-08-28,Cliente_015,Notebook,Computadores,Nordeste,5.0,3500.0,17500.0,8,Q3,2024,Alto Valor
353,2024-01-29,Cliente_012,Teclado,Periféricos,Norte,2.0,250.0,500.0,1,Q1,2024,Médio Valor
354,2024-08-24,Cliente_015,Tablet,Celulares,Sul,1.0,1800.0,1800.0,8,Q3,2024,Médio Valor
355,2024-05-26,Cliente_003,Tablet,Celulares,Sul,10.0,1800.0,18000.0,5,Q2,2024,Alto Valor
356,2024-09-16,Cliente_013,Teclado,Periféricos,Centro-Oeste,10.0,250.0,2500.0,9,Q3,2024,Médio Valor
357,2024-01-22,Cliente_015,Teclado,Periféricos,Norte,4.0,250.0,1000.0,1,Q1,2024,Médio Valor
359,2024-08-18,Cliente_004,Notebook,Computadores,Nordeste,2.0,3500.0,7000.0,8,Q3,2024,Alto Valor
361,2024-08-12,Cliente_015,Mouse,Periféricos,Norte,9.0,120.0,1080.0,8,Q3,2024,Médio Valor
362,2024-03-22,Cliente_012,Teclado,Periféricos,Nordeste,5.0,250.0,1250.0,3,Q1,2024,Médio Valor
363,2024-07-28,Cliente_025,Monitor,Computadores,Nordeste,10.0,1200.0,12000.0,7,Q3,2024,Alto Valor
364,2024-11-19,Cliente_021,Notebook,Computadores,Nordeste,2.0,3500.0,7000.0,11,Q4,2024,Alto Valor
365,2024-02-18,Cliente_018,Tablet,Celulares,Centro-Oeste,5.0,1800.0,9000.0,2,Q1,2024,Alto Valor
366,2024-12-02,Cliente_030,Tablet,Celulares,Norte,3.0,1800.0,5400.0,12,Q4,2024,Alto Valor
367,2024-02-11,Cliente_019,Tablet,Celulares,Sudeste,6.0,1800.0,10800.0,2,Q1,2024,Alto Valor
369,2024-12-28,Cliente_003,Teclado,Periféricos,Nordeste,9.0,250.0,2250.0,12,Q4,2024,Médio Valor
370,2024-11-25,Cliente_026,Monitor,Computadores,Nordeste,3.0,1200.0,3600.0,11,Q4,2024,Médio Valor
371,2024-12-25,Cliente_027,Mouse,Periféricos,Norte,2.0,120.0,240.0,12,Q4,2024,Baixo Valor
372,2024-12-09,Cliente_014,Mouse,Periféricos,Norte,6.0,120.0,720.0,12,Q4,2024,Médio Valor
373,2024-07-04,Cliente_010,Notebook,Computadores,Sudeste,4.0,3500.0,14000.0,7,Q3,2024,Alto Valor
374,2024-09-05,Cliente_007,Tablet,Celulares,Sudeste,3.0,1800.0,5400.0,9,Q3,2024,Alto Valor
375,2024-02-09,Cliente_010,Smartphone,Celulares,Sul,9.0,2200.0,19800.0,2,Q1,2024,Alto Valor
376,2024-09-26,Cliente_002,Teclado,Periféricos,Nordeste,10.0,250.0,2500.0,9,Q3,2024,Médio Valor
377,2024-11-01,Cliente_013,Smartphone,Celulares,Sudeste,3.0,2200.0,6600.0,11,Q4,2024,Alto Valor
378,2024-12-20,Cliente_025,Smartphone,Celulares,Norte,3.0,2200.0,6600.0,12,Q4,2024,Alto Valor
379,2024-08-12,Cliente_002,Mouse,Periféricos,Centro-Oeste,6.0,120.0,720.0,8,Q3,2024,Médio Valor
380,2024-05-01,Cliente_015,Mouse,Periféricos,Norte,5.0,120.0,600.0,5,Q2,2024,Médio Valor
381,2024-08-17,Cliente_008,Mouse,Periféricos,Norte,4.0,120.0,480.0,8,Q3,2024,Baixo Valor
382,2024-08-28,Cliente_029,Tablet,Celulares,Sudeste,6.0,1800.0,10800.0,8,Q3,2024,Alto Valor
383,2024-10-19,Cliente_015,Mouse,Periféricos,Centro-Oeste,5.0,120.0,600.0,10,Q4,2024,Médio Valor
384,2024-09-14,Cliente_017,Monitor,Computadores,Centro-Oeste,3.0,1200.0,3600.0,9,Q3,2024,Médio Valor
385,2024-11-05,Cliente_005,Smartphone,Celulares,Nordeste,1.0,2200.0,2200.0,11,Q4,2024,Médio Valor
386,2024-09-03,Cliente_028,Mouse,Periféricos,Nordeste,9.0,120.0,1080.0,9,Q3,2024,Médio Valor
387,2024-12-30,Cliente_028,Notebook,Computadores,Norte,2.0,3500.0,7000.0,12,Q4,2024,Alto Valor
389,2024-09-19,Cliente_005,Monitor,Computadores,Centro-Oeste,2.0,1200.0,2400.0,9,Q3,2024,Médio Valor
390,2024-08-18,Cliente_029,Smartphone,Celulares,Nordeste,1.0,2200.0,2200.0,8,Q3,2024,Médio Valor
391,2024-01-28,Cliente_013,Monitor,Computadores,Norte,6.0,1200.0,7200.0,1,Q1,2024,Alto Valor
392,2024-07-16,Cliente_003,Smartphone,Celulares,Nordeste,4.0,2200.0,8800.0,7,Q3,2024,Alto Valor
393,2024-06-12,Cliente_030,Notebook,Computadores,Sul,6.0,3500.0,21000.0,6,Q2,2024,Alto Valor
394,2024-03-11,Cliente_002,Smartphone,Celulares,Nordeste,8.0,2200.0,17600.0,3,Q1,2024,Alto Valor
395,2024-03-12,Cliente_025,Mouse,Periféricos,Centro-Oeste,8.0,120.0,960.0,3,Q1,2024,Médio Valor
396,2024-01-03,Cliente_029,Teclado,Periféricos,Sul,1.0,250.0,250.0,1,Q1,2024,Baixo Valor
397,2024-04-20,Cliente_027,Tablet,Celulares,Sudeste,9.0,1800.0,16200.0,4,Q2,2024,Alto Valor
398,2024-11-07,Cliente_017,Mouse,Periféricos,Centro-Oeste,2.0,120.0,240.0,11,Q4,2024,Baixo Valor
399,2024-05-01,Cliente_010,Tablet,Celulares,Sul,1.0,1800.0,1800.0,5,Q2,2024,Médio Valor
400,2024-08-02,Cliente_021,Smartphone,Celulares,Norte,8.0,2200.0,17600.0,8,Q3,2024,Alto Valor
402,2024-01-09,Cliente_021,Teclado,Periféricos,Norte,10.0,250.0,2500.0,1,Q1,2024,Médio Valor
403,2024-03-14,Cliente_010,Smartphone,Celulares,Centro-Oeste,1.0,2200.0,2200.0,3,Q1,2024,Médio Valor
404,2024-06-29,Cliente_008,Teclado,Periféricos,Norte,7.0,250.0,1750.0,6,Q2,2024,Médio Valor
405,2024-12-06,Cliente_022,Smartphone,Celulares,Sul,9.0,2200.0,19800.0,12,Q4,2024,Alto Valor
406,2024-02-04,Cliente_017,Tablet,Celulares,Norte,9.0,1800.0,16200.0,2,Q1,2024,Alto Valor
407,2024-10-10,Cliente_001,Teclado,Periféricos,Centro-Oeste,8.0,250.0,2000.0,10,Q4,2024,Médio Valor
408,2024-11-21,Cliente_013,Notebook,Computadores,Nordeste,5.0,3500.0,17500.0,11,Q4,2024,Alto Valor
409,2024-01-09,Cliente_012,Mouse,Periféricos,Sul,6.0,120.0,720.0,1,Q1,2024,Médio Valor
410,2024-12-02,Cliente_021,Smartphone,Celulares,Sul,10.0,2200.0,22000.0,12,Q4,2024,Alto Valor
411,2024-06-19,Cliente_005,Mouse,Periféricos,Sul,6.0,120.0,720.0,6,Q2,2024,Médio Valor
412,2024-06-22,Cliente_027,Teclado,Periféricos,Sudeste,8.0,250.0,2000.0,6,Q2,2024,Médio Valor
413,2024-09-02,Cliente_021,Mouse,Periféricos,Sudeste,3.0,120.0,360.0,9,Q3,2024,Baixo Valor
414,2024-08-22,Cliente_002,Notebook,Computadores,Nordeste,4.0,3500.0,14000.0,8,Q3,2024,Alto Valor
415,2024-04-12,Cliente_029,Notebook,Computadores,Sul,6.0,3500.0,21000.0,4,Q2,2024,Alto Valor
416,2024-09-20,Cliente_013,Tablet,Celulares,Norte,8.0,1800.0,14400.0,9,Q3,2024,Alto Valor
417,2024-01-19,Cliente_025,Tablet,Celulares,Sudeste,5.0,1800.0,9000.0,1,Q1,2024,Alto Valor
418,2024-01-25,Cliente_028,Tablet,Celulares,Nordeste,5.0,1800.0,9000.0,1,Q1,2024,Alto Valor
419,2024-07-07,Cliente_014,Notebook,Computadores,Centro-Oeste,8.0,3500.0,28000.0,7,Q3,2024,Alto Valor
420,2024-06-22,Cliente_006,Monitor,Computadores,Centro-Oeste,8.0,1200.0,9600.0,6,Q2,2024,Alto Valor
421,2024-09-22,Cliente_009,Tablet,Celulares,Sul,7.0,1800.0,12600.0,9,Q3,2024,Alto Valor
423,2024-06-13,Cliente_004,Tablet,Celulares,Sul,6.0,1800.0,10800.0,6,Q2,2024,Alto Valor
424,2024-05-31,Cliente_010,Mouse,Periféricos,Centro-Oeste,10.0,120.0,1200.0,5,Q2,2024,Médio Valor
425,2024-08-06,Cliente_006,Mouse,Periféricos,Centro-Oeste,6.0,120.0,720.0,8,Q3,2024,Médio Valor
426,2024-01-22,Cliente_024,Monitor,Computadores,Nordeste,10.0,1200.0,12000.0,1,Q1,2024,Alto Valor
427,2024-05-20,Cliente_021,Monitor,Computadores,Sul,2.0,1200.0,2400.0,5,Q2,2024,Médio Valor
428,2024-11-22,Cliente_013,Mouse,Periféricos,Nordeste,9.0,120.0,1080.0,11,Q4,2024,Médio Valor
429,2024-12-13,Cliente_006,Mouse,Periféricos,Sul,3.0,120.0,360.0,12,Q4,2024,Baixo Valor
430,2024-12-13,Cliente_026,Teclado,Periféricos,Centro-Oeste,1.0,250.0,250.0,12,Q4,2024,Baixo Valor
431,2024-02-04,Cliente_008,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,2,Q1,2024,Alto Valor
432,2024-10-17,Cliente_002,Monitor,Computadores,Norte,3.0,1200.0,3600.0,10,Q4,2024,Médio Valor
433,2024-08-18,Cliente_012,Mouse,Periféricos,Nordeste,8.0,120.0,960.0,8,Q3,2024,Médio Valor
434,2024-10-20,Cliente_005,Notebook,Computadores,Norte,6.0,3500.0,21000.0,10,Q4,2024,Alto Valor
435,2024-06-09,Cliente_021,Monitor,Computadores,Nordeste,4.0,1200.0,4800.0,6,Q2,2024,Médio Valor
436,2024-01-14,Cliente_024,Notebook,Computadores,Sudeste,8.0,3500.0,28000.0,1,Q1,2024,Alto Valor
438,2024-05-13,Cliente_023,Tablet,Celulares,Centro-Oeste,4.0,1800.0,7200.0,5,Q2,2024,Alto Valor
439,2024-05-26,Cliente_023,Teclado,Periféricos,Centro-Oeste,4.0,250.0,1000.0,5,Q2,2024,Médio Valor
440,2024-03-10,Cliente_028,Notebook,Computadores,Sul,8.0,3500.0,28000.0,3,Q1,2024,Alto Valor
441,2024-08-15,Cliente_003,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,8,Q3,2024,Alto Valor
442,2024-02-03,Cliente_018,Mouse,Periféricos,Norte,5.0,120.0,600.0,2,Q1,2024,Médio Valor
443,2024-03-21,Cliente_023,Tablet,Celulares,Sudeste,6.0,1800.0,10800.0,3,Q1,2024,Alto Valor
444,2024-04-24,Cliente_004,Teclado,Periféricos,Sudeste,3.0,250.0,750.0,4,Q2,2024,Médio Valor
445,2024-09-09,Cliente_001,Smartphone,Celulares,Nordeste,9.0,2200.0,19800.0,9,Q3,2024,Alto Valor
446,2024-07-07,Cliente_015,Teclado,Periféricos,Norte,3.0,250.0,750.0,7,Q3,2024,Médio Valor
447,2024-02-14,Cliente_003,Teclado,Periféricos,Nordeste,7.0,250.0,1750.0,2,Q1,2024,Médio Valor
448,2024-09-02,Cliente_017,Mouse,Periféricos,Centro-Oeste,7.0,120.0,840.0,9,Q3,2024,Médio Valor
449,2024-02-07,Cliente_005,Teclado,Periféricos,Nordeste,2.0,250.0,500.0,2,Q1,2024,Médio Valor
450,2024-08-26,Cliente_022,Monitor,Computadores,Norte,6.0,1200.0,7200.0,8,Q3,2024,Alto Valor
451,2024-10-09,Cliente_021,Smartphone,Celulares,Norte,3.0,2200.0,6600.0,10,Q4,2024,Alto Valor
452,2024-08-09,Cliente_017,Smartphone,Celulares,Sul,2.0,2200.0,4400.0,8,Q3,2024,Médio Valor
453,2024-03-19,Cliente_010,Teclado,Periféricos,Sudeste,3.0,250.0,750.0,3,Q1,2024,Médio Valor
454,2024-12-29,Cliente_008,Tablet,Celulares,Nordeste,9.0,1800.0,16200.0,12,Q4,2024,Alto Valor
455,2024-02-10,Cliente_009,Tablet,Celulares,Sudeste,9.0,1800.0,16200.0,2,Q1,2024,Alto Valor
456,2024-03-05,Cliente_021,Tablet,Celulares,Nordeste,10.0,1800.0,18000.0,3,Q1,2024,Alto Valor
457,2024-02-17,Cliente_017,Teclado,Periféricos,Sudeste,10.0,250.0,2500.0,2,Q1,2024,Médio Valor
458,2024-03-19,Cliente_006,Teclado,Periféricos,Norte,10.0,250.0,2500.0,3,Q1,2024,Médio Valor
459,2024-10-15,Cliente_002,Tablet,Celulares,Sul,2.0,1800.0,3600.0,10,Q4,2024,Médio Valor
460,2024-11-24,Cliente_025,Notebook,Computadores,Norte,5.0,3500.0,17500.0,11,Q4,2024,Alto Valor
461,2024-04-17,Cliente_025,Mouse,Periféricos,Norte,7.0,120.0,840.0,4,Q2,2024,Médio Valor
462,2024-11-23,Cliente_001,Teclado,Periféricos,Centro-Oeste,9.0,250.0,2250.0,11,Q4,2024,Médio Valor
463,2024-11-24,Cliente_010,Tablet,Celulares,Centro-Oeste,4.0,1800.0,7200.0,11,Q4,2024,Alto Valor
464,2024-07-26,Cliente_010,Mouse,Periféricos,Centro-Oeste,2.0,120.0,240.0,7,Q3,2024,Baixo Valor
466,2024-08-25,Cliente_007,Monitor,Computadores,Nordeste,10.0,1200.0,12000.0,8,Q3,2024,Alto Valor
467,2024-06-09,Cliente_028,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,6,Q2,2024,Alto Valor
468,2024-03-07,Cliente_025,Monitor,Computadores,Nordeste,9.0,1200.0,10800.0,3,Q1,2024,Alto Valor
469,2024-02-24,Cliente_011,Teclado,Periféricos,Sudeste,8.0,250.0,2000.0,2,Q1,2024,Médio Valor
470,2024-05-16,Cliente_015,Notebook,Computadores,Sudeste,3.0,3500.0,10500.0,5,Q2,2024,Alto Valor
472,2024-05-07,Cliente_028,Monitor,Computadores,Sudeste,6.0,1200.0,7200.0,5,Q2,2024,Alto Valor
473,2024-06-09,Cliente_007,Teclado,Periféricos,Sudeste,8.0,250.0,2000.0,6,Q2,2024,Médio Valor
474,2024-08-27,Cliente_016,Teclado,Periféricos,Nordeste,8.0,250.0,2000.0,8,Q3,2024,Médio Valor
475,2024-02-16,Cliente_013,Notebook,Computadores,Norte,8.0,3500.0,28000.0,2,Q1,2024,Alto Valor
476,2024-04-20,Cliente_019,Smartphone,Celulares,Nordeste,1.0,2200.0,2200.0,4,Q2,2024,Médio Valor
477,2024-05-24,Cliente_016,Notebook,Computadores,Norte,8.0,3500.0,28000.0,5,Q2,2024,Alto Valor
478,2024-10-01,Cliente_001,Tablet,Celulares,Sul,7.0,1800.0,12600.0,10,Q4,2024,Alto Valor
479,2024-05-15,Cliente_024,Smartphone,Celulares,Nordeste,7.0,2200.0,15400.0,5,Q2,2024,Alto Valor
480,2024-01-24,Cliente_013,Tablet,Celulares,Sul,10.0,1800.0,18000.0,1,Q1,2024,Alto Valor
483,2024-11-15,Cliente_022,Tablet,Celulares,Norte,2.0,1800.0,3600.0,11,Q4,2024,Médio Valor
484,2024-02-19,Cliente_013,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,2,Q1,2024,Alto Valor
485,2024-07-06,Cliente_025,Teclado,Periféricos,Sudeste,4.0,250.0,1000.0,7,Q3,2024,Médio Valor
486,2024-09-17,Cliente_013,Teclado,Periféricos,Norte,1.0,250.0,250.0,9,Q3,2024,Baixo Valor
487,2024-01-20,Cliente_005,Notebook,Computadores,Nordeste,8.0,3500.0,28000.0,1,Q1,2024,Alto Valor
489,2024-06-16,Cliente_030,Smartphone,Celulares,Norte,6.0,2200.0,13200.0,6,Q2,2024,Alto Valor
490,2024-07-20,Cliente_020,Smartphone,Celulares,Nordeste,10.0,2200.0,22000.0,7,Q3,2024,Alto Valor
492,2024-12-28,Cliente_019,Monitor,Computadores,Nordeste,8.0,1200.0,9600.0,12,Q4,2024,Alto Valor
493,2024-07-07,Cliente_011,Notebook,Computadores,Sul,7.0,3500.0,24500.0,7,Q3,2024,Alto Valor
494,2024-06-06,Cliente_026,Teclado,Periféricos,Sul,10.0,250.0,2500.0,6,Q2,2024,Médio Valor
495,2024-05-15,Cliente_021,Monitor,Computadores,Norte,10.0,1200.0,12000.0,5,Q2,2024,Alto Valor
496,2024-01-27,Cliente_019,Smartphone,Celulares,Centro-Oeste,3.0,2200.0,6600.0,1,Q1,2024,Alto Valor
497,2024-11-18,Cliente_024,Teclado,Periféricos,Norte,7.0,250.0,1750.0,11,Q4,2024,Médio Valor
498,2024-12-14,Cliente_008,Smartphone,Celulares,Sul,10.0,2200.0,22000.0,12,Q4,2024,Alto Valor
499,2024-02-26,Cliente_007,Mouse,Periféricos,Sul,8.0,120.0,960.0,2,Q1,2024,Médio Valor
500,2024-08-02,Cliente_005,Tablet,Celulares,Centro-Oeste,4.0,1800.0,7200.0,8,Q3,2024,Alto Valor
501,2024-09-13,Cliente_025,Monitor,Computadores,Norte,8.0,1200.0,9600.0,9,Q3,2024,Alto Valor
502,2024-02-01,Cliente_023,Mouse,Periféricos,Sudeste,9.0,120.0,1080.0,2,Q1,2024,Médio Valor
503,2024-10-14,Cliente_011,Smartphone,Celulares,Centro-Oeste,9.0,2200.0,19800.0,10,Q4,2024,Alto Valor
